param,value,model,record,f1,precision,recall,tp,fp,fn,threshold_updates
buffer_size,150,Float32,113,0.2380952380952381,0.1388888888888889,0.8333333333333334,5,31,1,174
buffer_size,150,Float32,117,0.0,0.0,0.0,0,41,1,148
buffer_size,150,Float32,121,0.07407407407407407,0.04,0.5,1,24,1,181
buffer_size,150,Float32,123,0.6666666666666666,0.5,1.0,3,3,0,146
buffer_size,150,Float32,200,0.9774881516587677,0.9903961584633854,0.9649122807017544,825,8,30,254
buffer_size,150,Float32,202,0.7179487179487181,0.6829268292682927,0.7567567567567568,56,26,18,208
buffer_size,150,Float32,210,0.8634361233480177,0.8270042194092827,0.9032258064516129,196,41,21,258
buffer_size,150,Float32,212,0.0,0.0,0.0,0,0,0,269
buffer_size,150,Float32,213,0.9384615384615386,0.8970588235294118,0.9838709677419355,244,28,4,283
buffer_size,150,Float32,214,0.8296795952782462,0.7299703264094956,0.9609375,246,91,10,220
buffer_size,150,Float32,219,0.26359832635983266,0.1547911547911548,0.8873239436619719,63,344,8,210
buffer_size,150,Float32,221,0.9789864029666254,0.9588377723970944,1.0,396,17,0,237
buffer_size,150,Float32,222,0.4810126582278481,0.43018867924528303,0.5454545454545454,114,151,95,243
buffer_size,150,Float32,228,0.9715832205683356,0.9598930481283422,0.9835616438356164,359,15,6,200
buffer_size,150,Float32,231,0.16,0.09090909090909091,0.6666666666666666,2,20,1,151
buffer_size,150,Float32,232,0.03225806451612903,0.22641509433962265,0.017366136034732273,24,82,1358,173
buffer_size,150,Float32,233,0.8837209302325582,0.9620253164556962,0.8172043010752689,684,27,153,301
buffer_size,150,Float32,234,0.3076923076923077,0.8333333333333334,0.18867924528301888,10,2,43,270
buffer_size,200,Float32,100,0.9705882352941176,0.9705882352941176,0.9705882352941176,33,1,1,222
buffer_size,200,Float32,103,0.0,0.0,0.0,0,0,2,203
buffer_size,200,Float32,105,0.43478260869565216,0.30927835051546393,0.7317073170731707,30,67,11,251
buffer_size,200,Float32,111,0.16666666666666669,0.09090909090909091,1.0,1,10,0,207
buffer_size,200,Float32,113,0.2380952380952381,0.1388888888888889,0.8333333333333334,5,31,1,174
buffer_size,200,Float32,117,0.0,0.0,0.0,0,41,1,148
buffer_size,200,Float32,121,0.07142857142857144,0.038461538461538464,0.5,1,25,1,181
buffer_size,200,Float32,123,0.6666666666666666,0.5,1.0,3,3,0,146
buffer_size,200,Float32,200,0.9780935464772055,0.9904076738609112,0.9660818713450292,826,8,29,254
buffer_size,200,Float32,202,0.7088607594936708,0.6666666666666666,0.7567567567567568,56,28,18,208
buffer_size,200,Float32,210,0.8615384615384616,0.8235294117647058,0.9032258064516129,196,42,21,258
buffer_size,200,Float32,212,0.0,0.0,0.0,0,0,0,269
buffer_size,200,Float32,213,0.9402697495183044,0.9003690036900369,0.9838709677419355,244,27,4,283
buffer_size,200,Float32,214,0.8277027027027027,0.7291666666666666,0.95703125,245,91,11,220
buffer_size,200,Float32,219,0.267515923566879,0.1575,0.8873239436619719,63,337,8,210
buffer_size,200,Float32,221,0.9789864029666254,0.9588377723970944,1.0,396,17,0,237
buffer_size,200,Float32,222,0.4827586206896552,0.4392156862745098,0.5358851674641149,112,143,97,243
buffer_size,200,Float32,228,0.9715832205683356,0.9598930481283422,0.9835616438356164,359,15,6,200
buffer_size,200,Float32,231,0.16,0.09090909090909091,0.6666666666666666,2,20,1,151
buffer_size,200,Float32,232,0.030913978494623653,0.2169811320754717,0.016642547033285094,23,83,1359,173
buffer_size,200,Float32,233,0.8854368932038835,0.9661016949152542,0.8172043010752689,684,24,153,301
buffer_size,200,Float32,234,0.3076923076923077,0.8333333333333334,0.18867924528301888,10,2,43,270
buffer_size,300,Float32,100,0.9705882352941176,0.9705882352941176,0.9705882352941176,33,1,1,222
buffer_size,300,Float32,103,0.0,0.0,0.0,0,0,2,203
buffer_size,300,Float32,105,0.42176870748299317,0.29245283018867924,0.7560975609756098,31,75,10,251
buffer_size,300,Float32,111,0.16666666666666669,0.09090909090909091,1.0,1,10,0,207
buffer_size,300,Float32,113,0.2380952380952381,0.1388888888888889,0.8333333333333334,5,31,1,174
buffer_size,300,Float32,117,0.0,0.0,0.0,0,43,1,148
buffer_size,300,Float32,121,0.06896551724137931,0.037037037037037035,0.5,1,26,1,181
buffer_size,300,Float32,123,0.6666666666666666,0.5,1.0,3,3,0,146
buffer_size,300,Float32,200,0.978698224852071,0.9904191616766467,0.9672514619883041,827,8,28,254
buffer_size,300,Float32,202,0.7088607594936708,0.6666666666666666,0.7567567567567568,56,28,18,208
buffer_size,300,Float32,210,0.8596491228070176,0.8200836820083682,0.9032258064516129,196,43,21,258
buffer_size,300,Float32,212,0.0,0.0,0.0,0,0,0,269
buffer_size,300,Float32,213,0.9420849420849421,0.9037037037037037,0.9838709677419355,244,26,4,283
buffer_size,300,Float32,214,0.8367346938775512,0.7409638554216867,0.9609375,246,86,10,220
buffer_size,300,Float32,219,0.27038626609442057,0.15949367088607594,0.8873239436619719,63,332,8,210
buffer_size,300,Float32,221,0.9789864029666254,0.9588377723970944,1.0,396,17,0,237
buffer_size,300,Float32,222,0.47186147186147187,0.4308300395256917,0.5215311004784688,109,144,100,243
buffer_size,300,Float32,228,0.9702702702702702,0.9573333333333334,0.9835616438356164,359,16,6,200
buffer_size,300,Float32,231,0.16,0.09090909090909091,0.6666666666666666,2,20,1,151
buffer_size,300,Float32,232,0.03227975790181573,0.22857142857142856,0.017366136034732273,24,81,1358,173
buffer_size,300,Float32,233,0.8861578266494179,0.9661495063469676,0.8183990442054958,685,24,152,301
buffer_size,300,Float32,234,0.3076923076923077,0.8333333333333334,0.18867924528301888,10,2,43,270
buffer_size,50,INT8,100,0.955223880597015,0.9696969696969697,0.9411764705882353,32,1,2,222
buffer_size,50,INT8,103,0.0,0.0,0.0,0,0,2,203
buffer_size,50,INT8,105,0.4460431654676259,0.3163265306122449,0.7560975609756098,31,67,10,251
buffer_size,50,INT8,111,0.16666666666666669,0.09090909090909091,1.0,1,10,0,207
buffer_size,50,INT8,113,0.25641025641025644,0.15151515151515152,0.8333333333333334,5,28,1,174
buffer_size,50,INT8,117,0.0,0.0,0.0,0,44,1,148
buffer_size,50,INT8,121,0.07692307692307693,0.041666666666666664,0.5,1,23,1,181
buffer_size,50,INT8,123,0.6666666666666666,0.5,1.0,3,3,0,146
buffer_size,50,INT8,200,0.978067575577949,0.9915865384615384,0.9649122807017544,825,7,30,254
buffer_size,50,INT8,202,0.7200000000000001,0.7105263157894737,0.7297297297297297,54,22,20,208
buffer_size,50,INT8,210,0.8775055679287306,0.8491379310344828,0.9078341013824884,197,35,20,258
buffer_size,50,INT8,212,0.0,0.0,0.0,0,0,0,269
buffer_size,50,INT8,213,0.9172932330827067,0.8591549295774648,0.9838709677419355,244,40,4,283
buffer_size,50,INT8,214,0.7960848287112561,0.6834733893557423,0.953125,244,113,12,220
buffer_size,50,INT8,219,0.2587268993839836,0.15144230769230768,0.8873239436619719,63,353,8,210
buffer_size,50,INT8,221,0.9826302729528535,0.9658536585365853,1.0,396,14,0,237
buffer_size,50,INT8,222,0.502970297029703,0.42905405405405406,0.6076555023923444,127,169,82,243
buffer_size,50,INT8,228,0.9715832205683356,0.9598930481283422,0.9835616438356164,359,15,6,200
buffer_size,50,INT8,231,0.2,0.11764705882352941,0.6666666666666666,2,15,1,151
buffer_size,50,INT8,232,0.038666666666666676,0.2457627118644068,0.020984081041968163,29,89,1353,173
buffer_size,50,INT8,233,0.8903143040410518,0.961218836565097,0.8291517323775388,694,28,143,301
buffer_size,50,INT8,234,0.22580645161290322,0.7777777777777778,0.1320754716981132,7,2,46,270
buffer_size,100,INT8,100,0.955223880597015,0.9696969696969697,0.9411764705882353,32,1,2,222
buffer_size,100,INT8,103,0.0,0.0,0.0,0,0,2,203
buffer_size,100,INT8,105,0.4285714285714286,0.30303030303030304,0.7317073170731707,30,69,11,251
buffer_size,100,INT8,111,0.16666666666666669,0.09090909090909091,1.0,1,10,0,207
buffer_size,100,INT8,113,0.25641025641025644,0.15151515151515152,0.8333333333333334,5,28,1,174
buffer_size,100,INT8,117,0.0,0.0,0.0,0,40,1,148
buffer_size,100,INT8,121,0.07692307692307693,0.041666666666666664,0.5,1,23,1,181
buffer_size,100,INT8,123,0.6666666666666666,0.5,1.0,3,3,0,146
buffer_size,100,INT8,200,0.9774881516587677,0.9903961584633854,0.9649122807017544,825,8,30,254
buffer_size,100,INT8,202,0.7236842105263159,0.7051282051282052,0.7432432432432432,55,23,19,208
buffer_size,100,INT8,210,0.8736141906873613,0.8418803418803419,0.9078341013824884,197,37,20,258
buffer_size,100,INT8,212,0.0,0.0,0.0,0,0,0,269
buffer_size,100,INT8,213,0.9280303030303031,0.875,0.9879032258064516,245,35,3,283
buffer_size,100,INT8,214,0.8186356073211315,0.7130434782608696,0.9609375,246,99,10,220
buffer_size,100,INT8,219,0.2652631578947368,0.15594059405940594,0.8873239436619719,63,341,8,210
buffer_size,100,INT8,221,0.9826302729528535,0.9658536585365853,1.0,396,14,0,237
buffer_size,100,INT8,222,0.49488752556237225,0.43214285714285716,0.5789473684210527,121,159,88,243
buffer_size,100,INT8,228,0.97289972899729,0.9624664879356568,0.9835616438356164,359,14,6,200
buffer_size,100,INT8,231,0.1739130434782609,0.1,0.6666666666666666,2,18,1,151
buffer_size,100,INT8,232,0.03748326639892905,0.25,0.020260492040520984,28,84,1354,173
buffer_size,100,INT8,233,0.8863198458574181,0.9583333333333334,0.8243727598566308,690,30,147,301
buffer_size,100,INT8,234,0.22580645161290322,0.7777777777777778,0.1320754716981132,7,2,46,270
buffer_size,150,INT8,100,0.955223880597015,0.9696969696969697,0.9411764705882353,32,1,2,222
buffer_size,150,INT8,103,0.0,0.0,0.0,0,0,2,203
buffer_size,150,INT8,105,0.43165467625899284,0.30612244897959184,0.7317073170731707,30,68,11,251
buffer_size,150,INT8,111,0.16666666666666669,0.09090909090909091,1.0,1,10,0,207
buffer_size,150,INT8,113,0.25641025641025644,0.15151515151515152,0.8333333333333334,5,28,1,174
buffer_size,150,INT8,117,0.0,0.0,0.0,0,39,1,148
buffer_size,150,INT8,121,0.07692307692307693,0.041666666666666664,0.5,1,23,1,181
buffer_size,150,INT8,123,0.6666666666666666,0.5,1.0,3,3,0,146
buffer_size,150,INT8,200,0.9774881516587677,0.9903961584633854,0.9649122807017544,825,8,30,254
buffer_size,150,INT8,202,0.7096774193548386,0.6790123456790124,0.7432432432432432,55,26,19,208
buffer_size,150,INT8,210,0.86784140969163,0.8312236286919831,0.9078341013824884,197,40,20,258
buffer_size,150,INT8,212,0.0,0.0,0.0,0,0,0,269
buffer_size,150,INT8,213,0.9384615384615386,0.8970588235294118,0.9838709677419355,244,28,4,283
buffer_size,150,INT8,214,0.8268907563025211,0.7256637168141593,0.9609375,246,93,10,220
buffer_size,150,INT8,219,0.267515923566879,0.1575,0.8873239436619719,63,337,8,210
buffer_size,150,INT8,221,0.9826302729528535,0.9658536585365853,1.0,396,14,0,237
buffer_size,150,INT8,222,0.48535564853556484,0.4312267657992565,0.5550239234449761,116,153,93,243
buffer_size,150,INT8,228,0.9715832205683356,0.9598930481283422,0.9835616438356164,359,15,6,200
buffer_size,150,INT8,231,0.16666666666666666,0.09523809523809523,0.6666666666666666,2,19,1,151
buffer_size,150,INT8,232,0.034899328859060406,0.24074074074074073,0.01881331403762663,26,82,1356,173
buffer_size,150,INT8,233,0.8876043673731535,0.9597222222222223,0.8255675029868578,691,29,146,301
buffer_size,150,INT8,234,0.28125,0.8181818181818182,0.16981132075471697,9,2,44,270
buffer_size,200,INT8,100,0.955223880597015,0.9696969696969697,0.9411764705882353,32,1,2,222
buffer_size,200,INT8,103,0.0,0.0,0.0,0,0,2,203
buffer_size,200,INT8,105,0.4195804195804196,0.29411764705882354,0.7317073170731707,30,72,11,251
buffer_size,200,INT8,111,0.16666666666666669,0.09090909090909091,1.0,1,10,0,207
buffer_size,200,INT8,113,0.25641025641025644,0.15151515151515152,0.8333333333333334,5,28,1,174
buffer_size,200,INT8,117,0.0,0.0,0.0,0,39,1,148
buffer_size,200,INT8,121,0.07407407407407407,0.04,0.5,1,24,1,181
buffer_size,200,INT8,123,0.6666666666666666,0.5,1.0,3,3,0,146
buffer_size,200,INT8,200,0.9774881516587677,0.9903961584633854,0.9649122807017544,825,8,30,254
buffer_size,200,INT8,202,0.7006369426751592,0.6626506024096386,0.7432432432432432,55,28,19,208
buffer_size,200,INT8,210,0.86784140969163,0.8312236286919831,0.9078341013824884,197,40,20,258
buffer_size,200,INT8,212,0.0,0.0,0.0,0,0,0,269
buffer_size,200,INT8,213,0.9402697495183044,0.9003690036900369,0.9838709677419355,244,27,4,283
buffer_size,200,INT8,214,0.8361774744027304,0.7424242424242424,0.95703125,245,85,11,220
buffer_size,200,INT8,219,0.267515923566879,0.1575,0.8873239436619719,63,337,8,210
buffer_size,200,INT8,221,0.9826302729528535,0.9658536585365853,1.0,396,14,0,237
buffer_size,200,INT8,222,0.49372384937238495,0.43866171003717475,0.5645933014354066,118,151,91,243
buffer_size,200,INT8,228,0.97289972899729,0.9624664879356568,0.9835616438356164,359,14,6,200
buffer_size,200,INT8,231,0.16666666666666666,0.09523809523809523,0.6666666666666666,2,19,1,151
buffer_size,200,INT8,232,0.03485254691689008,0.23636363636363636,0.01881331403762663,26,84,1356,173
buffer_size,200,INT8,233,0.8867438867438866,0.9609483960948396,0.8231780167264038,689,28,148,301
buffer_size,200,INT8,234,0.28125,0.8181818181818182,0.16981132075471697,9,2,44,270
buffer_size,300,INT8,100,0.955223880597015,0.9696969696969697,0.9411764705882353,32,1,2,222
buffer_size,300,INT8,103,0.0,0.0,0.0,0,0,2,203
buffer_size,300,INT8,105,0.4161073825503356,0.28703703703703703,0.7560975609756098,31,77,10,251
buffer_size,300,INT8,111,0.16666666666666669,0.09090909090909091,1.0,1,10,0,207
buffer_size,300,INT8,113,0.25641025641025644,0.15151515151515152,0.8333333333333334,5,28,1,174
buffer_size,300,INT8,117,0.0,0.0,0.0,0,38,1,148
buffer_size,300,INT8,121,0.07407407407407407,0.04,0.5,1,24,1,181
buffer_size,300,INT8,123,0.6666666666666666,0.5,1.0,3,3,0,146
buffer_size,300,INT8,200,0.9774881516587677,0.9903961584633854,0.9649122807017544,825,8,30,254
buffer_size,300,INT8,202,0.6962025316455696,0.6547619047619048,0.7432432432432432,55,29,19,208
buffer_size,300,INT8,210,0.86784140969163,0.8312236286919831,0.9078341013824884,197,40,20,258
buffer_size,300,INT8,212,0.0,0.0,0.0,0,0,0,269
buffer_size,300,INT8,213,0.9439071566731142,0.9070631970260223,0.9838709677419355,244,25,4,283
buffer_size,300,INT8,214,0.8395904436860068,0.7454545454545455,0.9609375,246,84,10,220
buffer_size,300,INT8,219,0.2692307692307693,0.15869017632241814,0.8873239436619719,63,334,8,210
buffer_size,300,INT8,221,0.9826302729528535,0.9658536585365853,1.0,396,14,0,237
buffer_size,300,INT8,222,0.4926931106471817,0.43703703703703706,0.5645933014354066,118,152,91,243
buffer_size,300,INT8,228,0.9702702702702702,0.9573333333333334,0.9835616438356164,359,16,6,200
buffer_size,300,INT8,231,0.16666666666666666,0.09523809523809523,0.6666666666666666,2,19,1,151
buffer_size,300,INT8,232,0.0335795836131632,0.2336448598130841,0.01808972503617945,25,82,1357,173
buffer_size,300,INT8,233,0.890032154340836,0.9637883008356546,0.8267622461170848,692,26,145,301
buffer_size,300,INT8,234,0.28125,0.8181818181818182,0.16981132075471697,9,2,44,270
admit_ceil,0.7,Float32,100,0.9705882352941176,0.9705882352941176,0.9705882352941176,33,1,1,222
admit_ceil,0.7,Float32,103,0.0,0.0,0.0,0,0,2,203
admit_ceil,0.7,Float32,105,0.42307692307692313,0.28695652173913044,0.8048780487804879,33,82,8,251
admit_ceil,0.7,Float32,111,0.16666666666666669,0.09090909090909091,1.0,1,10,0,207
admit_ceil,0.7,Float32,113,0.2380952380952381,0.1388888888888889,0.8333333333333334,5,31,1,174
admit_ceil,0.7,Float32,117,0.0,0.0,0.0,0,304,1,137
admit_ceil,0.7,Float32,121,0.07142857142857144,0.038461538461538464,0.5,1,25,1,181
admit_ceil,0.7,Float32,123,0.6666666666666666,0.5,1.0,3,3,0,146
admit_ceil,0.7,Float32,200,0.978698224852071,0.9904191616766467,0.9672514619883041,827,8,28,254
admit_ceil,0.7,Float32,202,0.7133757961783439,0.6746987951807228,0.7567567567567568,56,27,18,208
admit_ceil,0.7,Float32,210,0.8596491228070176,0.8200836820083682,0.9032258064516129,196,43,21,258
admit_ceil,0.7,Float32,212,0.0,0.0,0.0,0,0,0,269
admit_ceil,0.7,Float32,213,0.9348659003831418,0.8905109489051095,0.9838709677419355,244,30,4,283
admit_ceil,0.7,Float32,214,0.763803680981595,0.6287878787878788,0.97265625,249,147,7,220
admit_ceil,0.7,Float32,219,0.2409177820267686,0.13938053097345132,0.8873239436619719,63,389,8,210
admit_ceil,0.7,Float32,221,0.9789864029666254,0.9588377723970944,1.0,396,17,0,237
admit_ceil,0.7,Float32,222,0.4598765432098766,0.33940774487471526,0.7129186602870813,149,290,60,243
admit_ceil,0.7,Float32,228,0.9715832205683356,0.9598930481283422,0.9835616438356164,359,15,6,200
admit_ceil,0.7,Float32,231,0.16,0.09090909090909091,0.6666666666666666,2,20,1,151
admit_ceil,0.7,Float32,232,0.04105960264900662,0.2421875,0.02243125904486252,31,97,1351,173
admit_ceil,0.7,Float32,233,0.8866498740554157,0.9374167776298269,0.8410991636798089,704,47,133,301
admit_ceil,0.7,Float32,234,0.3076923076923077,0.8333333333333334,0.18867924528301888,10,2,43,270
admit_ceil,0.75,Float32,100,0.9705882352941176,0.9705882352941176,0.9705882352941176,33,1,1,222
admit_ceil,0.75,Float32,103,0.0,0.0,0.0,0,0,2,203
admit_ceil,0.75,Float32,105,0.4313725490196078,0.29464285714285715,0.8048780487804879,33,79,8,251
admit_ceil,0.75,Float32,111,0.16666666666666669,0.09090909090909091,1.0,1,10,0,207
admit_ceil,0.75,Float32,113,0.2380952380952381,0.1388888888888889,0.8333333333333334,5,31,1,174
admit_ceil,0.75,Float32,117,0.0,0.0,0.0,0,212,1,144
admit_ceil,0.75,Float32,121,0.07142857142857144,0.038461538461538464,0.5,1,25,1,181
admit_ceil,0.75,Float32,123,0.6666666666666666,0.5,1.0,3,3,0,146
admit_ceil,0.75,Float32,200,0.978698224852071,0.9904191616766467,0.9672514619883041,827,8,28,254
admit_ceil,0.75,Float32,202,0.7133757961783439,0.6746987951807228,0.7567567567567568,56,27,18,208
admit_ceil,0.75,Float32,210,0.8596491228070176,0.8200836820083682,0.9032258064516129,196,43,21,258
admit_ceil,0.75,Float32,212,0.0,0.0,0.0,0,0,0,269
admit_ceil,0.75,Float32,213,0.9348659003831418,0.8905109489051095,0.9838709677419355,244,30,4,283
admit_ceil,0.75,Float32,214,0.7854889589905363,0.6587301587301587,0.97265625,249,129,7,220
admit_ceil,0.75,Float32,219,0.24466019417475732,0.14189189189189189,0.8873239436619719,63,381,8,210
admit_ceil,0.75,Float32,221,0.9789864029666254,0.9588377723970944,1.0,396,17,0,237
admit_ceil,0.75,Float32,222,0.47746243739565947,0.36666666666666664,0.6842105263157895,143,247,66,243
admit_ceil,0.75,Float32,228,0.9715832205683356,0.9598930481283422,0.9835616438356164,359,15,6,200
admit_ceil,0.75,Float32,231,0.16,0.09090909090909091,0.6666666666666666,2,20,1,151
admit_ceil,0.75,Float32,232,0.03989361702127659,0.2459016393442623,0.02170767004341534,30,92,1352,173
admit_ceil,0.75,Float32,233,0.8869009584664537,0.9532967032967034,0.8291517323775388,694,34,143,301
admit_ceil,0.75,Float32,234,0.3076923076923077,0.8333333333333334,0.18867924528301888,10,2,43,270
admit_ceil,0.8,Float32,100,0.9705882352941176,0.9705882352941176,0.9705882352941176,33,1,1,222
admit_ceil,0.8,Float32,103,0.0,0.0,0.0,0,0,2,203
admit_ceil,0.8,Float32,105,0.4383561643835617,0.3047619047619048,0.7804878048780488,32,73,9,251
admit_ceil,0.8,Float32,111,0.16666666666666669,0.09090909090909091,1.0,1,10,0,207
admit_ceil,0.8,Float32,113,0.2380952380952381,0.1388888888888889,0.8333333333333334,5,31,1,174
admit_ceil,0.8,Float32,117,0.0,0.0,0.0,0,66,1,147
admit_ceil,0.8,Float32,121,0.07407407407407407,0.04,0.5,1,24,1,181
admit_ceil,0.8,Float32,123,0.6666666666666666,0.5,1.0,3,3,0,146
admit_ceil,0.8,Float32,200,0.978698224852071,0.9904191616766467,0.9672514619883041,827,8,28,254
admit_ceil,0.8,Float32,202,0.7179487179487181,0.6829268292682927,0.7567567567567568,56,26,18,208
admit_ceil,0.8,Float32,210,0.8615384615384616,0.8235294117647058,0.9032258064516129,196,42,21,258
admit_ceil,0.8,Float32,212,0.0,0.0,0.0,0,0,0,269
admit_ceil,0.8,Float32,213,0.9348659003831418,0.8905109489051095,0.9838709677419355,244,30,4,283
admit_ceil,0.8,Float32,214,0.8131147540983606,0.7005649717514124,0.96875,248,106,8,220
admit_ceil,0.8,Float32,219,0.25250501002004005,0.14719626168224298,0.8873239436619719,63,365,8,210
admit_ceil,0.8,Float32,221,0.9789864029666254,0.9588377723970944,1.0,396,17,0,237
admit_ceil,0.8,Float32,222,0.4981412639405204,0.4072948328267477,0.6411483253588517,134,195,75,243
admit_ceil,0.8,Float32,228,0.9715832205683356,0.9598930481283422,0.9835616438356164,359,15,6,200
admit_ceil,0.8,Float32,231,0.16,0.09090909090909091,0.6666666666666666,2,20,1,151
admit_ceil,0.8,Float32,232,0.034759358288770054,0.22807017543859648,0.01881331403762663,26,88,1356,173
admit_ceil,0.8,Float32,233,0.8868894601542416,0.9596662030598053,0.8243727598566308,690,29,147,301
admit_ceil,0.8,Float32,234,0.3076923076923077,0.8333333333333334,0.18867924528301888,10,2,43,270
admit_ceil,0.85,Float32,100,0.9705882352941176,0.9705882352941176,0.9705882352941176,33,1,1,222
admit_ceil,0.85,Float32,103,0.0,0.0,0.0,0,0,2,203
admit_ceil,0.85,Float32,105,0.4444444444444444,0.3191489361702128,0.7317073170731707,30,64,11,251
admit_ceil,0.85,Float32,111,0.16666666666666669,0.09090909090909091,1.0,1,10,0,207
admit_ceil,0.85,Float32,113,0.2380952380952381,0.1388888888888889,0.8333333333333334,5,31,1,174
admit_ceil,0.85,Float32,117,0.0,0.0,0.0,0,41,1,148
admit_ceil,0.85,Float32,121,0.07407407407407407,0.04,0.5,1,24,1,181
admit_ceil,0.85,Float32,123,0.6666666666666666,0.5,1.0,3,3,0,146
admit_ceil,0.85,Float32,200,0.9774881516587677,0.9903961584633854,0.9649122807017544,825,8,30,254
admit_ceil,0.85,Float32,202,0.7179487179487181,0.6829268292682927,0.7567567567567568,56,26,18,208
admit_ceil,0.85,Float32,210,0.8634361233480177,0.8270042194092827,0.9032258064516129,196,41,21,258
admit_ceil,0.85,Float32,212,0.0,0.0,0.0,0,0,0,269
admit_ceil,0.85,Float32,213,0.9384615384615386,0.8970588235294118,0.9838709677419355,244,28,4,283
admit_ceil,0.85,Float32,214,0.8296795952782462,0.7299703264094956,0.9609375,246,91,10,220
admit_ceil,0.85,Float32,219,0.26359832635983266,0.1547911547911548,0.8873239436619719,63,344,8,210
admit_ceil,0.85,Float32,221,0.9789864029666254,0.9588377723970944,1.0,396,17,0,237
admit_ceil,0.85,Float32,222,0.4810126582278481,0.43018867924528303,0.5454545454545454,114,151,95,243
admit_ceil,0.85,Float32,228,0.9715832205683356,0.9598930481283422,0.9835616438356164,359,15,6,200
admit_ceil,0.85,Float32,231,0.16,0.09090909090909091,0.6666666666666666,2,20,1,151
admit_ceil,0.85,Float32,232,0.03225806451612903,0.22641509433962265,0.017366136034732273,24,82,1358,173
admit_ceil,0.85,Float32,233,0.8837209302325582,0.9620253164556962,0.8172043010752689,684,27,153,301
admit_ceil,0.85,Float32,234,0.3076923076923077,0.8333333333333334,0.18867924528301888,10,2,43,270
admit_ceil,0.9,Float32,100,0.9705882352941176,0.9705882352941176,0.9705882352941176,33,1,1,222
admit_ceil,0.9,Float32,103,0.0,0.0,0.0,0,0,2,203
admit_ceil,0.9,Float32,105,0.4328358208955224,0.3118279569892473,0.7073170731707317,29,64,12,251
admit_ceil,0.9,Float32,111,0.16666666666666669,0.09090909090909091,1.0,1,10,0,207
admit_ceil,0.9,Float32,113,0.2380952380952381,0.1388888888888889,0.8333333333333334,5,31,1,174
admit_ceil,0.9,Float32,117,0.0,0.0,0.0,0,40,1,148
admit_ceil,0.9,Float32,121,0.07407407407407407,0.04,0.5,1,24,1,181
admit_ceil,0.9,Float32,123,0.6666666666666666,0.5,1.0,3,3,0,146
admit_ceil,0.9,Float32,200,0.9774881516587677,0.9903961584633854,0.9649122807017544,825,8,30,254
admit_ceil,0.9,Float32,202,0.7179487179487181,0.6829268292682927,0.7567567567567568,56,26,18,208
admit_ceil,0.9,Float32,210,0.8634361233480177,0.8270042194092827,0.9032258064516129,196,41,21,258
admit_ceil,0.9,Float32,212,0.0,0.0,0.0,0,0,0,269
admit_ceil,0.9,Float32,213,0.9420849420849421,0.9037037037037037,0.9838709677419355,244,26,4,283
admit_ceil,0.9,Float32,214,0.8616462346760071,0.780952380952381,0.9609375,246,69,10,220
admit_ceil,0.9,Float32,219,0.28832951945080093,0.1721311475409836,0.8873239436619719,63,303,8,210
admit_ceil,0.9,Float32,221,0.9789864029666254,0.9588377723970944,1.0,396,17,0,237
admit_ceil,0.9,Float32,222,0.445,0.46596858638743455,0.4258373205741627,89,102,120,243
admit_ceil,0.9,Float32,228,0.9715832205683356,0.9598930481283422,0.9835616438356164,359,15,6,200
admit_ceil,0.9,Float32,231,0.16,0.09090909090909091,0.6666666666666666,2,20,1,151
admit_ceil,0.9,Float32,232,0.032432432432432434,0.24489795918367346,0.017366136034732273,24,74,1358,173
admit_ceil,0.9,Float32,233,0.8839634941329857,0.9727403156384505,0.8100358422939068,678,19,159,301
admit_ceil,0.9,Float32,234,0.3076923076923077,0.8333333333333334,0.18867924528301888,10,2,43,270
admit_ceil,0.95,Float32,100,0.9705882352941176,0.9705882352941176,0.9705882352941176,33,1,1,222
admit_ceil,0.95,Float32,103,0.0,0.0,0.0,0,0,2,203
admit_ceil,0.95,Float32,105,0.453125,0.3333333333333333,0.7073170731707317,29,58,12,251
admit_ceil,0.95,Float32,111,0.16666666666666669,0.09090909090909091,1.0,1,10,0,207
admit_ceil,0.95,Float32,113,0.2380952380952381,0.1388888888888889,0.8333333333333334,5,31,1,174
admit_ceil,0.95,Float32,117,0.0,0.0,0.0,0,40,1,148
admit_ceil,0.95,Float32,121,0.07407407407407407,0.04,0.5,1,24,1,181
admit_ceil,0.95,Float32,123,0.6666666666666666,0.5,1.0,3,3,0,146
admit_ceil,0.95,Float32,200,0.9768820391227031,0.9903846153846154,0.9637426900584796,824,8,31,254
admit_ceil,0.95,Float32,202,0.7225806451612903,0.691358024691358,0.7567567567567568,56,25,18,208
admit_ceil,0.95,Float32,210,0.8653421633554084,0.8305084745762712,0.9032258064516129,196,40,21,258
admit_ceil,0.95,Float32,212,0.0,0.0,0.0,0,0,0,269
admit_ceil,0.95,Float32,213,0.9531249999999999,0.9242424242424242,0.9838709677419355,244,20,4,283
admit_ceil,0.95,Float32,214,0.8694096601073346,0.801980198019802,0.94921875,243,60,13,220
admit_ceil,0.95,Float32,219,0.32207792207792213,0.19745222929936307,0.8732394366197183,62,252,9,210
admit_ceil,0.95,Float32,221,0.9789864029666254,0.9588377723970944,1.0,396,17,0,237
admit_ceil,0.95,Float32,222,0.45430809399477806,0.5,0.41626794258373206,87,87,122,243
admit_ceil,0.95,Float32,228,0.9755434782608695,0.967654986522911,0.9835616438356164,359,12,6,200
